CD63	CD81	CD9	CXCL10	CD8A	CD274	PDCD1	exosome	hot_tumor	overall_score	tumor_code
-0.44761597158921607	1.566190582374677	-0.1885325606386757	1.3356971951344383	-0.52500232613313	-2.068968061484741	-1.7747043861211824	0.31001401671559503	-0.7582443946511539	-0.22411518896777943	BR
-0.3781208290076294	0.3389554328784255	-1.1892347746653322	2.159449504812672	1.2895335703229933	0.5337345715427809	1.8171191257578305	-0.40946672359817865	1.4499591931090692	0.5202462347554453	BR
-0.27387811513524624	-0.18922172006932741	-0.4336024906043876	0.77313464218345	-0.27517492009931604	-0.6934464626826314	0.017924167339458598	-0.29890077526965375	-0.04439064331475973	-0.17164570929220674	BR
0.7685490235885759	1.1312211623000548	-0.08642008981962954	-0.5478827812639615	-1.3665262201417672	-2.14313834377309	-1.0458334358130097	0.6044500320230004	-1.275845195247957	-0.3356975816124783	BR
-0.621353828043186	-0.26689483079693926	0.8223809004698852	0.2206178491065853	-0.16341002792629397	-1.3879500150189903	-0.49425541936358186	-0.021955919456746686	-0.4562494033005702	-0.23910266137865843	BR
-0.6561013993339824	0.2768169442963382	-0.7807848913891456	1.2000794368337537	0.4282864600485286	-0.21471100427601486	0.5432365639579614	-0.3866897821422633	0.4892228641410572	0.05126654099939695	BR
-1.8027712519301846	-2.3174649540058607	-0.45402498476819647	1.0996218380925051	0.9410900829600425	0.2977382188071239	0.5104045391693051	-1.5247537302347471	0.7122136697572441	-0.4062700302387515	BR
-1.3684266107952585	0.4787670321881246	0.19949482847370192	0.7530431224351999	0.2047566757024845	-0.396765333529235	-0.5730522788563568	-0.230054916711144	-0.003004453561976872	-0.11652968513656044	BR
-0.3781208290076294	-0.6086565179984248	0.5977334646679822	-1.1656970135226368	-1.3928238418295371	-1.1586964152186388	-3.6789618238632555	-0.12968129411269066	-1.849044773608517	-0.9893630338606038	BR
1.0812771652057223	2.513802533251527	2.6297716339670085	0.1000687306170876	-1.083826786998241	-1.8599427204903027	-2.1555558736695972	2.0749504441414195	-1.2498141626352632	0.4125681407530781	BR
-0.2912519007806429	0.10593610069559267	-0.8522636209624785	1.0694845584701314	-0.1502612170824093	-0.5518486510412378	-0.6058843036450137	-0.34585980701584296	-0.05962740332463237	-0.20274360517023765	BR
