CD63	CD81	CD9	CXCL10	CD8A	CD274	PDCD1	exosome	hot_tumor	overall_score	tumor_code
-1.851472874592802	-1.0479091336424164	-1.4851858472023034	1.1800464456166642	-0.4122593654183204			-1.461522618479174	0.38389354009917187	-0.5388145391900011	BR
-1.1452953416023357	-0.3351645116500501	-1.1313520911452304	2.1917934972428075	0.9029728271979607			-0.8706039814658721	1.5473831622203842	0.338389590377256	BR
-1.2042157775687656	-0.5522264004259044	-0.5309637254296896	1.4523168968784665	0.00703407283931791			-0.7624686344747865	0.7296754848588922	-0.01639657480794715	BR
0.4193664948896331	-0.15893714228472502	0.0058354596825557	0.7872431969359956	-0.9037539457253556			0.08875493742915459	-0.05825537439467998	0.015249781517237306	BR
-0.4784468986930084	-1.3029231646291877	-0.43562844375548004	0.8303533547282195	0.12125183407901927			-0.7389995023592254	0.4758025944036194	-0.131598453977803	BR
-1.293586802525158	-1.0887247088047107	-1.8870656164213153	1.525645493843554	0.131732613502491			-1.4231257092503948	0.8286890536730225	-0.2972183277886862	BR
-2.180556125078234	-1.4955780222780308	-1.2102255059201579	0.7614432610971447	0.10698296276849506	-2.843162697378005		-1.6287865510921409	-0.6582454911707885	-1.1435160211314646	BR
-2.156733764148246	-1.74040289306582	-1.0947563305669852	1.1404377752038517	-1.1830569175181995			-1.6639643292603505	-0.021309571157173912	-0.8426369502087623	BR
0.15415340433512684	-0.5770140230785658	0.5112391184807438	0.2689143287938475	-1.0761776338366797			0.029459499912434944	-0.4036316525214161	-0.18708607630449056	BR
-0.5169897191356044	-0.63549300389583	-0.20954200741259257		-2.1240051497800985	-3.3832099915949456		-0.45400824348134233	-2.753607570687522	-1.603807907084432	BR
-1.2731377589791124	-1.3616635557356118	-1.2363348212813776	1.2052142912538424	-0.22332553623441626			-1.2903787119987005	0.4909443775097131	-0.3997171672444937	BR
-1.5067216538125934	-1.2291581306752766	0.555493029890376	1.3935114521690022	-0.02956361641637175	-2.1132353167672173		-0.7267955848658314	-0.24976249367152895	-0.48827903926868016	BR
-1.2731552698456607	-1.0207029312702194	-0.9390773677510447	0.8514325874374821	1.142466391492615	-2.096285353800231		-1.0776451896223083	-0.034128791623377897	-0.5558869906228431	BR
-1.4348084091393474	-0.9278138262777311	-2.1492901696825832	0.4494022676844451	-0.8199836604216427			-1.5039708016998874	-0.18529069636859882	-0.8446307490342431	BR
0.10356361708411889	-0.8278414643661155	-0.6509195932673689	-0.07200896514478605	-1.8545407356974406			-0.4583991468497885	-0.9632748504211133	-0.7108369986354509	BR
-0.9621896414698565	-0.7761392909883009	-1.288219590871715		-0.5727792151588859	-2.6870223175254373		-1.0088495077766242	-1.6299007663421616	-1.319375137059393	BR
-3.976074941764057	-0.7416697692183302	-1.5905652961121826	2.1863881560124794	0.03008659678012978			-2.102770002364857	1.1082373763963045	-0.49726631298427615	BR
-1.9597051543717023	-0.785991545080755	-0.9729964036294262	1.776668532530523	-0.416399267704016			-1.2395643676939612	0.6801346324132534	-0.27971486764035386	BR
-1.7940764318728355	-1.2826831536283887	-1.9222210989238195		0.904399466118838	-2.1608442539114168		-1.666326894808348	-0.6282223938962894	-1.1472746443523187	BR
-2.4778552775750002	-0.7513602171793272	-2.1702498177500917	0.3433917716661574				-1.7998217708348063	0.3433917716661574	-0.7282149995843245	BR
-1.4573415756157684	-1.2115710816145497	-0.6845396483003947	0.37719413613087927				-1.1178174351769041	0.37719413613087927	-0.37031164952301243	BR
-1.6964015234388006	-1.7841712081771937	-1.6660011380735578	0.04846457129328379	-1.084238955347298	-2.3046876740277162		-1.7155246232298504	-1.11348735269391	-1.4145059879618802	BR
-2.011158928463403	-0.3656940053834441	-1.222579805931918	0.5242784963378864	-0.48348559898898175	-2.2781595205846346		-1.1998109132595884	-0.74578887441191	-0.9727998938357492	BR
-0.9474399609515315	-0.8857780512288922	0.615908067340027	1.2806845046837658	-0.9605942776721139			-0.4057699816134656	0.16004511350582595	-0.12286243405381983	BR
-0.5992119049346001	-1.1652765353423258	-0.3668920922684974		-1.0456836975954786	-2.82007777546652		-0.7104601775151411	-1.9328807365309992	-1.3216704570230702	BR
-0.7168673449498288	-1.3186839287615357	-0.05314445250496223	0.41956114275517253	-1.543562255705814			-0.6962319087387755	-0.5620005564753208	-0.6291162326070481	BR
0.6447345692972424	-1.0541428175547785	-0.7122368169619911	0.5217605672072022	-0.3525260060798408	-2.2429959527080046		-0.37388168840650904	-0.6912537971935477	-0.5325677428000284	BR
-1.1371368020294659	-1.5573674440706566	-1.4470990291605774	1.6469451162044095	0.07542287578904615			-1.3805344250869	0.8611839959967278	-0.25967521454508613	BR
-0.2411434032367848	-0.8010486349090066	-1.2494558592040494		-0.14534345559230477	-2.680939394447307		-0.7638826324499469	-1.4131414250198058	-1.0885120287348764	BR
