id	project_id	CD63	CD81	CD9	CXCL10	CD8A	CD274	PDCD1	exosome	hot_tumor	overall_score
568f568a-405a-4b79-a52b-a48b712cb4fd	HNSC	-1.4078970922829521	-1.243581721038518	0.587046389769015	-0.14899010830906276	-1.215355471330374	-0.18797832331725595	-1.2752325522817292	-0.6881441411841518	-0.7068891138096055	-0.6975166274968787
d1ba03b4-c63c-4be6-a723-6d87749e4b61	HNSC	-0.8323597866064889	-0.6751007519415326	1.63546967371111	-0.8149268308201733	-0.746419931626656	-0.7583326957717671	-0.5134317780456119	0.04266971172102951	-0.708277809066052	-0.33280404867251123
efbbaf9c-6f7c-4a67-a741-d47133001cd3	HNSC	-0.43501779435478816	-0.09059637618958769	0.17620748066751274	1.2277483373915492	1.5958469453464588	1.3426021628010014	1.1853420706422233	-0.11646889662562104	1.3378848790453082	0.6107079912098435
50fd12e8-71e9-40e9-8752-33cc2b537000	HNSC	-0.8830473245665522	0.04491620881500046	1.6240276359881523	0.5773828145626422	0.8012518640608742	0.5175918665908629	0.6307483268801451	0.2619655067455335	0.6317437180236312	0.44685461238458235
7e910e81-71a8-4120-993e-746d29902026	HNSC	-0.7589729012352885	0.0302449057980728	1.3746251928875661	1.4719765217476128	1.2198914954993239	2.786361626244727	1.4409866974713246	0.21529906581678349	1.7298040852407472	0.9725515755287654
df9d9752-4206-49bb-bebe-996d4a4f119f	HNSC	-1.2104984928984492	0.4045269292136101	0.6119036176320242	0.5221412680610502	-1.2006987465155696	-0.6039484863768426	-1.0417880276037952	-0.06468931535093832	-0.5810734981087893	-0.3228814067298638
00493cfb-cfcf-4994-b4f4-3f1ff94e21f8	HNSC	-2.582970916584268	-1.2306763877261193	0.3716850318204787	0.6679921540041414	3.7854851117313536e-05	-0.22240342026045137	-0.6030905745896965	-1.1473207574966362	-0.0393659964987223	-0.5933433769976793
73c3420a-f453-47f7-9d80-ad0ddc8e4000	HNSC	-1.4276470277162854	0.018356881148201516	1.2283467770543643	0.13471867240651736	-0.8973170750494163	-0.17519229587020607	-0.7479438276216509	-0.060314456504573156	-0.42143363153368896	-0.24087404401913107
867a2368-8027-45d1-b7b2-5a6f5523640f	HNSC	-1.718980301211	-0.24930139576388904	1.3620076493626898	-0.6241751958039944	0.22964308634202338	-0.4237020900262483	0.22277663306736556	-0.20209134920406643	-0.14886439160521348	-0.17547787040463997
340f6bf2-e251-4e6e-beb0-0d835e292df4	HNSC	-0.2556334111417434	0.24197470784267006	-0.1796164365843196	1.9350564807946897	1.6694988296809068	1.9782283815233854	1.5865495226129724	-0.06442504662779766	1.7923333036529885	0.8639541285125955
cdf82afd-bf8c-4928-ad79-4e4ec703dea5	HNSC	-1.1575051587336684	-0.2749133984444092	0.6723688259738642	2.1281354672773896	0.6572196255503654	2.3995962920772516	1.398546536977796	-0.2533499104014045	1.6458744804707006	0.696262285034648
996fc9a8-2cdd-4f23-a716-218aaa69df94	HNSC	-0.6199061551081877	-1.0704514813610182	0.21017347326109947	0.11489522499045388	-0.6594903675217529	0.12811830628154788	-0.45844514475461917	-0.4933947210693688	-0.2187304952510926	-0.3560626081602307
